ExterQual,BsmtQual,BsmtExposure,KitchenQual,GarageFinish,Neighborhood,HouseStyle,Foundation,GarageType,OverallQual,YearBuilt,MasVnrArea,GrLivArea,TotRmsAbvGrd,Fireplaces,GarageArea,TotalSF,TotalBath,SalePrice
TA,TA,No,TA,Unf,Crawfor,2.5Unf,CBlock,Detchd,7,1941,0.0,1646,7,2,240,2564,2.0,164000
TA,TA,Gd,TA,RFn,NAmes,SLvl,CBlock,Attchd,6,1964,115.0,1445,7,1,645,2572,1.5,158000
TA,TA,Mn,TA,Unf,Sawyer,1Story,CBlock,Attchd,5,1955,0.0,1779,6,1,454,3542,2.5,170000
TA,TA,No,TA,Unf,Sawyer,1Story,CBlock,Detchd,5,1962,0.0,1040,6,0,260,2080,2.5,127000
TA,Gd,Gd,TA,Unf,CollgCr,SLvl,CBlock,Detchd,6,1978,0.0,1026,5,0,576,1966,2.0,147000
TA,Gd,No,TA,Fin,Gilbert,2Story,PConc,Attchd,6,1994,0.0,1481,6,1,343,2183,2.5,174000
TA,Gd,No,TA,RFn,NWAmes,1Story,CBlock,Attchd,7,1976,189.0,1370,6,1,479,2460,2.0,152000
TA,TA,Mn,Gd,Unf,NWAmes,2Story,CBlock,Attchd,6,1968,220.0,2654,9,1,619,3708,3.5,250000
Gd,TA,No,Gd,Unf,Crawfor,1.5Fin,BrkTil,Detchd,7,1918,0.0,1426,7,1,216,2338,1.5,189950
TA,TA,Mn,TA,Unf,Sawyer,1Story,PConc,Attchd,5,1965,0.0,1039,6,0,504,2078,2.5,131500
TA,Gd,No,TA,Unf,SawyerW,1Story,PConc,Attchd,6,1984,0.0,1097,6,0,480,2137,2.0,152000
TA,TA,No,TA,Unf,NAmes,1Story,CBlock,Attchd,5,1959,0.0,1148,6,0,672,2296,2.0,132500
Gd,Ex,No,Gd,Fin,Somerst,1Story,PConc,Attchd,7,2007,0.0,1372,6,0,529,2744,2.0,250580
TA,TA,No,TA,Unf,NAmes,1Story,CBlock,Detchd,5,1970,76.0,1002,5,0,902,2004,2.0,148500
Gd,Gd,Av,Gd,RFn,Timber,1Story,PConc,Attchd,8,2006,274.0,1646,6,1,870,3284,2.0,248900
TA,TA,No,Fa,RFn,Sawyer,1Story,CBlock,Attchd,4,1961,0.0,1120,5,0,544,2160,2.5,129000
TA,NoBas,NoBas,TA,Unf,Gilbert,2Story,Slab,Attchd,5,1948,0.0,2320,7,1,672,2267,2.0,169000
Gd,Gd,No,Gd,Fin,SawyerW,2Story,PConc,Attchd,7,1993,246.0,1949,8,1,574,2999,3.5,236000
TA,TA,No,TA,Unf,NAmes,1Story,CBlock,Detchd,5,1962,0.0,894,5,0,308,1788,1.0,109500
TA,Gd,No,Gd,RFn,CollgCr,2Story,PConc,Attchd,6,1998,116.0,1682,7,0,523,2486,2.5,200500
Gd,TA,Av,Gd,Unf,NAmes,1Story,Stone,Attchd,5,1953,0.0,910,5,0,414,1015,1.0,116000
Gd,TA,No,TA,Unf,NAmes,1Story,CBlock,Attchd,5,1949,0.0,1268,6,1,288,1868,1.0,133000
TA,TA,No,TA,Unf,OldTown,1.5Fin,CBlock,Detchd,5,1941,0.0,1131,5,0,200,1807,1.5,66500
Gd,Gd,Av,Ex,Fin,Somerst,2Story,PConc,BuiltIn,8,2007,0.0,2610,11,1,550,3794,2.5,303477
TA,TA,Gd,TA,Unf,Mitchel,1Story,PConc,Attchd,4,1963,0.0,1040,5,0,648,2104,2.0,132250
Gd,Ex,No,Ex,Fin,NridgHt,2Story,PConc,Attchd,9,2004,216.0,2224,10,1,738,3686,3.5,350000
TA,TA,Av,Gd,Unf,Sawyer,SFoyer,CBlock,Detchd,5,1961,0.0,1155,6,0,576,2264,2.0,148000
Gd,TA,No,TA,Unf,CollgCr,1Story,CBlock,Attchd,5,1978,90.0,864,6,0,336,1728,2.0,136500
TA,Ex,No,TA,Fin,Edwards,1Story,PConc,Attchd,5,2005,0.0,1090,5,0,450,2180,2.5,157000
Gd,Gd,Mn,Gd,RFn,Timber,1.5Fin,CBlock,Attchd,7,1990,117.0,1717,7,1,400,2873,2.5,187500
TA,Gd,No,TA,RFn,Gilbert,2Story,PConc,BuiltIn,6,1992,0.0,1593,7,1,389,2401,2.5,178000
Gd,TA,No,TA,Unf,SWISU,2.5Fin,PConc,Detchd,4,1912,0.0,2230,10,0,440,2544,2.0,118500
TA,TA,No,TA,RFn,NAmes,1Story,CBlock,Attchd,5,1967,60.0,892,5,0,288,1784,1.0,100000
Gd,Ex,Av,Gd,Fin,Somerst,1Story,PConc,Attchd,9,1999,60.0,1709,5,1,506,3407,3.0,328900
TA,TA,No,TA,Fin,NAmes,1Story,CBlock,Attchd,5,1959,122.0,1712,8,0,588,3338,2.0,145000
TA,TA,No,TA,Unf,Edwards,1.5Fin,PConc,Attchd,5,1955,0.0,1393,8,0,300,2209,1.5,135500
Gd,TA,Gd,Gd,Unf,NAmes,1Story,PConc,Attchd,8,1970,0.0,2217,8,1,621,4434,3.0,268000
TA,TA,No,TA,RFn,NAmes,1Story,CBlock,Attchd,6,1953,90.0,1505,6,1,505,3010,2.0,149500
TA,TA,Mn,TA,Unf,NAmes,1.5Fin,CBlock,Detchd,5,1949,0.0,924,6,1,576,1596,1.0,122900
TA,TA,No,TA,RFn,Sawyer,2Story,CBlock,Attchd,6,1978,92.0,1683,7,1,440,2601,2.5,172500
TA,TA,No,TA,RFn,Sawyer,1Story,CBlock,Attchd,6,1963,0.0,1068,6,0,264,2127,1.5,154500
TA,Gd,Mn,TA,Unf,Sawyer,1Story,PConc,Attchd,5,1954,0.0,1383,6,1,354,2766,2.0,165000
TA,NoBas,NoBas,TA,Unf,SawyerW,1Story,Slab,Attchd,5,1979,0.0,1535,8,0,400,1535,2.0,118858
TA,TA,No,TA,RFn,NAmes,2Story,CBlock,Attchd,6,1963,415.0,1796,8,1,483,2576,2.5,140000
TA,TA,No,TA,Unf,IDOTRR,1Story,BrkTil,Detchd,4,1936,0.0,951,6,0,327,1902,1.0,106500
TA,NoBas,NoBas,TA,Unf,SawyerW,2Story,Slab,Detchd,5,1979,0.0,2240,12,0,528,2240,2.0,142953
Ex,Ex,Gd,Ex,Fin,NridgHt,1Story,PConc,Attchd,9,2009,760.0,2364,11,2,820,4694,3.5,611657
TA,TA,No,TA,Unf,Sawyer,1Story,CBlock,Attchd,5,1961,0.0,1236,6,1,288,2148,1.0,135000
TA,TA,No,TA,Unf,NAmes,1Story,CBlock,Detchd,4,1971,0.0,858,4,0,684,1716,1.0,110000
TA,TA,Mn,TA,Unf,NAmes,1Story,CBlock,Detchd,5,1957,0.0,1306,5,0,756,2298,2.0,153000
Gd,Gd,No,Gd,Fin,Gilbert,2Story,PConc,Attchd,7,2003,0.0,1509,8,1,393,2292,2.5,180000
Gd,Gd,No,Gd,RFn,Gilbert,1Story,PConc,Attchd,7,2006,27.0,1670,7,1,690,3340,2.0,240000
TA,TA,No,TA,Unf,Sawyer,1Story,CBlock,Attchd,5,1967,75.0,902,6,0,288,1778,1.0,125500
TA,TA,No,TA,RFn,NAmes,1Story,CBlock,Attchd,5,1954,110.0,1063,6,0,280,2119,2.0,128000
Gd,Gd,No,Gd,RFn,Somerst,1Story,PConc,Attchd,8,2006,208.0,1636,8,1,865,3259,3.0,255000
Gd,Gd,No,Gd,Fin,Crawfor,1.5Fin,CBlock,Attchd,7,1936,0.0,2057,6,1,180,3074,1.5,250000
TA,Gd,Av,TA,Unf,Mitchel,1Story,CBlock,Attchd,5,1983,0.0,902,5,0,484,1766,2.0,131000
Gd,Gd,No,Gd,Fin,Gilbert,2Story,PConc,Attchd,6,2005,0.0,1484,8,1,390,2226,2.5,174000
TA,TA,No,TA,Unf,NAmes,2Story,CBlock,Detchd,5,1960,361.0,2274,12,0,480,3379,2.0,154300
TA,Gd,Av,Gd,Unf,CollgCr,1Story,CBlock,Detchd,5,1977,0.0,1268,5,0,252,2536,1.5,143500
TA,TA,No,TA,Unf,BrkSide,1Story,BrkTil,Detchd,5,1925,0.0,1015,6,0,450,1783,1.0,88000
TA,TA,No,TA,Unf,Crawfor,2Story,CBlock,2Types,5,1949,0.0,2002,8,0,871,3003,2.0,145000
Gd,Gd,Av,Gd,RFn,Somerst,2Story,PConc,Detchd,6,2009,76.0,1224,4,0,528,1836,2.5,173733
TA,TA,No,TA,Unf,MeadowV,2Story,CBlock,Attchd,4,1970,80.0,1092,6,0,286,1638,1.5,75000
TA,TA,Av,TA,Unf,IDOTRR,1Story,CBlock,Detchd,2,1949,0.0,480,4,0,308,960,1.0,35311
TA,TA,No,TA,RFn,Edwards,1Story,CBlock,Attchd,4,1956,0.0,1229,6,0,284,2363,1.0,135000
Gd,Ex,Mn,Gd,RFn,SawyerW,2Story,PConc,Attchd,7,1991,0.0,2127,8,1,833,3231,3.5,238000
Ex,Gd,No,TA,Unf,NAmes,1Story,CBlock,Attchd,6,1958,0.0,1414,6,1,601,2598,2.0,176500
Gd,Gd,No,Gd,RFn,SawyerW,2Story,PConc,Attchd,6,1994,105.0,1721,7,0,471,2649,3.0,201000
TA,TA,No,TA,NoGar,Edwards,1.5Fin,CBlock,NoGar,5,1900,0.0,2200,9,0,0,3472,5.0,145900
Gd,Gd,No,Gd,Fin,Gilbert,1Story,PConc,Attchd,6,2005,0.0,1316,6,1,397,2632,2.0,169990
Gd,Gd,No,Gd,RFn,SawyerW,1Story,PConc,Attchd,6,1993,0.0,1617,5,1,533,3221,3.0,193000
TA,Gd,No,TA,Unf,NWAmes,1Story,CBlock,Attchd,6,1980,157.0,1686,7,1,612,3372,3.0,207500
TA,Gd,Av,Ex,RFn,NWAmes,1Story,PConc,Attchd,5,1977,0.0,1126,6,0,540,2252,2.5,175000
Gd,Gd,No,Ex,Fin,NridgHt,2Story,PConc,BuiltIn,8,2003,340.0,2374,10,1,656,3555,2.5,285000
TA,TA,No,TA,RFn,NWAmes,2Story,CBlock,Attchd,7,1968,342.0,1978,9,1,486,2810,2.5,176000
Gd,Gd,Av,Ex,RFn,CollgCr,1Story,PConc,Attchd,8,2001,0.0,1788,7,1,522,3541,2.0,236500
TA,Gd,No,Gd,Fin,Gilbert,2Story,PConc,BuiltIn,7,1997,285.0,2236,8,1,642,3200,2.5,222000
Gd,Gd,Av,Gd,Fin,Timber,1Story,PConc,Attchd,8,2007,0.0,1466,7,0,610,2932,2.0,201000
TA,TA,No,TA,Unf,NAmes,1Story,CBlock,Detchd,5,1965,0.0,925,5,0,429,1850,1.5,117500
Ex,Ex,No,Ex,Fin,Somerst,1Story,PConc,Attchd,9,2006,302.0,1905,8,1,788,3810,2.0,320000
Gd,Gd,Av,Gd,RFn,CollgCr,1Story,PConc,Attchd,7,2004,210.0,1500,6,0,570,3000,2.0,190000
TA,Gd,Gd,Gd,RFn,NAmes,1Story,CBlock,Attchd,7,1960,0.0,2069,9,1,505,2654,3.0,242000
TA,Fa,Mn,TA,Unf,BrkSide,1Story,PConc,Detchd,4,1926,108.0,747,5,0,528,1347,1.0,79900
Gd,Gd,No,Gd,RFn,SawyerW,1Story,PConc,Attchd,7,2003,0.0,1200,5,0,555,2376,3.0,184900
Gd,Gd,Mn,Gd,RFn,Somerst,2Story,PConc,Attchd,7,2005,0.0,1971,8,1,689,3084,2.5,253000
Gd,Gd,Mn,Gd,RFn,CollgCr,2Story,PConc,Attchd,7,2006,0.0,1962,7,0,868,3353,2.5,239799
TA,TA,Mn,TA,Unf,ClearCr,2Story,CBlock,Attchd,7,1940,0.0,2403,10,2,349,3435,2.0,244400
TA,TA,Gd,TA,Unf,Mitchel,1Story,CBlock,Attchd,6,1976,0.0,1728,8,0,574,3456,2.0,150900
Gd,Gd,No,Gd,RFn,Gilbert,2Story,PConc,BuiltIn,7,1999,298.0,2060,8,1,390,3052,3.5,214000
TA,Gd,Gd,TA,NoGar,Edwards,1Story,PConc,NoGar,4,1977,0.0,1440,8,0,0,2880,4.0,150000
TA,TA,Av,TA,Unf,Mitchel,1Story,CBlock,Attchd,5,1967,0.0,1632,8,0,576,3264,2.0,143000
TA,TA,No,Gd,RFn,Timber,SLvl,CBlock,Basment,6,1958,541.0,1344,7,1,525,2163,1.5,137500
TA,TA,No,TA,Unf,OldTown,1.5Fin,BrkTil,Detchd,5,1890,0.0,1869,7,0,456,2837,1.0,124900
TA,TA,Av,TA,RFn,NAmes,SLvl,CBlock,Attchd,5,1959,128.0,1144,6,1,796,2288,2.0,143000
Gd,Gd,Av,Gd,Fin,Timber,1Story,PConc,Attchd,8,2002,236.0,1629,9,1,808,3245,3.0,270000
Gd,Gd,NoBas,Gd,RFn,CollgCr,2Story,PConc,Attchd,7,2002,144.0,1776,7,1,474,2712,2.5,192500
TA,TA,No,Gd,RFn,NWAmes,1Story,CBlock,Attchd,6,1972,0.0,1381,5,1,676,2542,2.5,197500
TA,TA,No,Gd,RFn,NAmes,1Story,CBlock,Detchd,5,1950,0.0,864,5,0,720,1728,2.0,129000
TA,TA,No,TA,Unf,SawyerW,1Story,CBlock,Detchd,5,1965,0.0,965,6,0,300,1793,2.0,119900
TA,Gd,Av,TA,Fin,CollgCr,SFoyer,CBlock,Detchd,5,1972,0.0,768,5,0,396,1536,1.5,133900
TA,TA,Av,TA,RFn,Mitchel,2Story,CBlock,Attchd,5,1969,232.0,1968,7,1,530,2752,3.0,172000
TA,Gd,Gd,TA,NoGar,Edwards,SFoyer,CBlock,NoGar,6,1975,250.0,980,4,0,0,1925,3.0,127500
TA,Gd,No,TA,Unf,Crawfor,2Story,CBlock,Attchd,6,1946,423.0,1958,8,0,492,2937,2.0,145000
TA,Gd,No,TA,Fin,Blueste,2Story,CBlock,Attchd,6,1980,0.0,1229,5,1,462,1790,1.5,124000
TA,TA,No,TA,Fin,Sawyer,1Story,CBlock,Detchd,5,1962,0.0,1057,6,0,576,2114,1.0,132000
Gd,Gd,Mn,Gd,RFn,CollgCr,1Story,PConc,Attchd,7,2003,0.0,1337,6,0,531,2674,3.0,185000
Gd,Gd,No,Gd,Unf,Somerst,2Story,PConc,Detchd,7,1999,0.0,1416,6,0,484,2112,3.5,155000
TA,TA,Gd,TA,NoGar,BrkSide,1Story,CBlock,NoGar,5,1958,0.0,858,4,0,0,1716,2.0,116500
TA,Gd,No,TA,Fin,NWAmes,2Story,CBlock,Attchd,6,1977,424.0,2872,11,1,619,4202,3.5,272000
TA,Gd,No,Gd,Unf,NPkVill,2Story,CBlock,Detchd,6,1976,0.0,1548,7,1,440,2352,3.5,155000
Gd,Ex,No,Ex,Fin,CollgCr,1Story,PConc,Attchd,9,2007,0.0,1800,7,0,702,3600,2.0,239000
Gd,Gd,No,Gd,Fin,Timber,2Story,PConc,BuiltIn,7,2002,44.0,1894,8,1,510,2711,3.5,214900
Gd,Gd,No,Gd,Fin,Gilbert,2Story,PConc,Attchd,6,2005,0.0,1484,8,1,393,2267,2.5,178900
Gd,TA,No,TA,Unf,Crawfor,1.5Fin,BrkTil,Detchd,5,1940,0.0,1308,7,2,256,2036,2.5,160000
TA,TA,No,TA,Unf,NAmes,1Story,CBlock,Attchd,5,1955,151.0,1098,6,0,260,2196,2.0,135000
TA,TA,No,TA,NoGar,OldTown,1.5Fin,BrkTil,NoGar,3,1910,0.0,968,6,0,0,1568,1.0,37900
TA,TA,Gd,TA,RFn,NAmes,SLvl,CBlock,Attchd,6,1958,105.0,1095,6,0,264,1683,2.0,140000
TA,TA,No,TA,NoGar,NAmes,1.5Fin,CBlock,NoGar,4,1949,0.0,1192,6,0,0,1912,1.5,135000
Gd,Gd,No,Gd,RFn,NridgHt,2Story,PConc,BuiltIn,7,2003,106.0,1626,6,0,474,2390,2.0,173000
TA,Gd,No,TA,Unf,SawyerW,1Story,CBlock,Attchd,6,1979,0.0,918,5,1,264,1836,2.0,99500
Gd,Gd,No,Gd,Fin,Somerst,1Story,PConc,Attchd,7,2007,0.0,1428,6,0,480,2856,2.0,182000
TA,Gd,No,Gd,Unf,BrkSide,2Story,BrkTil,Detchd,7,1910,0.0,2019,8,0,532,2747,1.0,167500
Gd,Gd,No,Gd,Unf,Somerst,2Story,PConc,Detchd,7,2000,0.0,1382,6,0,490,2055,3.5,165000
TA,Gd,No,Fa,NoGar,BrkSide,1Story,PConc,NoGar,4,1923,0.0,869,4,0,0,1309,1.0,85500
Gd,Gd,No,Gd,Fin,Somerst,1Story,PConc,Attchd,7,2006,0.0,1241,4,0,569,2482,2.5,199900
TA,TA,No,TA,Unf,Edwards,1Story,CBlock,Detchd,4,1954,0.0,894,5,0,400,1788,1.0,110000
TA,TA,No,TA,Unf,Sawyer,1Story,PConc,Detchd,5,1963,0.0,1121,5,0,480,2242,2.0,139000
Ex,TA,Av,Ex,RFn,NAmes,SFoyer,CBlock,Attchd,7,1961,210.0,999,6,0,588,1943,2.0,178400
Gd,Gd,No,Gd,Fin,NoRidge,2Story,PConc,Attchd,8,1998,975.0,2612,8,1,676,3837,3.5,336000
Gd,Gd,Av,Gd,Fin,Blmngtn,1Story,PConc,Attchd,7,2007,16.0,1266,6,1,388,2532,2.0,159895
Gd,Gd,Mn,Gd,Unf,CollgCr,2Story,PConc,Attchd,8,2002,0.0,2290,9,1,779,3418,2.5,255900
TA,NoBas,NoBas,Gd,Unf,Mitchel,1.5Fin,CBlock,Attchd,5,1977,0.0,1734,8,0,539,1734,2.0,126000
TA,TA,No,TA,Unf,Edwards,1Story,CBlock,Detchd,5,1950,0.0,1164,5,0,240,2328,2.0,125000
TA,TA,No,Gd,Unf,OldTown,1.5Fin,CBlock,Attchd,6,1910,0.0,1635,5,0,255,2120,1.0,117000
Ex,Ex,Av,Ex,Fin,NridgHt,1Story,PConc,Attchd,9,2009,450.0,1940,8,1,606,3870,3.5,395192
TA,TA,No,Gd,Fin,NWAmes,2Story,CBlock,Attchd,6,1976,298.0,2030,8,1,551,2878,2.5,195000
Gd,Gd,No,Gd,RFn,Somerst,2Story,PConc,Attchd,7,2006,0.0,1576,6,0,614,2346,2.5,197000
Gd,Gd,No,Gd,Fin,NoRidge,2Story,PConc,Attchd,8,1997,423.0,2392,7,1,870,3788,3.5,348000
Gd,TA,No,Gd,Unf,OldTown,2Story,BrkTil,Attchd,8,1882,0.0,1742,8,1,424,2658,1.5,168000
TA,TA,Gd,Gd,RFn,NAmes,2Story,CBlock,Attchd,6,1964,340.0,1851,7,1,440,2673,2.5,187000
TA,Gd,No,Gd,RFn,CollgCr,2Story,PConc,Attchd,6,2005,0.0,1500,6,0,564,2250,2.5,173900
Ex,Ex,Gd,Ex,Fin,NridgHt,1Story,PConc,Attchd,10,2006,230.0,1718,7,1,786,3418,3.0,337500
TA,TA,No,TA,Unf,BrkSide,1.5Fin,CBlock,Detchd,4,1946,0.0,1230,5,0,305,1977,2.5,121600
TA,TA,No,TA,Unf,NAmes,1Story,CBlock,Attchd,5,1961,0.0,1050,6,0,368,2100,2.0,136500
TA,TA,No,TA,RFn,NWAmes,1Story,CBlock,Attchd,6,1970,571.0,1442,6,1,615,2884,2.0,185000
TA,TA,No,TA,Unf,IDOTRR,1Story,BrkTil,Detchd,3,1922,0.0,1077,6,1,210,2084,1.0,91000
Gd,Gd,Av,Gd,RFn,CollgCr,1Story,PConc,Attchd,7,2006,24.0,1208,6,0,632,2395,3.0,206000
TA,NoBas,NoBas,Fa,Unf,Edwards,1Story,Slab,Detchd,3,1952,0.0,944,4,0,528,944,1.0,82000
TA,Fa,No,Ex,Unf,OldTown,1Story,BrkTil,Detchd,5,1920,0.0,691,4,0,216,1382,1.0,86000
Gd,Gd,No,Gd,RFn,Somerst,1Story,PConc,Attchd,8,2006,53.0,1574,7,1,824,3148,2.0,232000
TA,TA,No,TA,Unf,NWAmes,1Story,CBlock,Detchd,5,1976,164.0,1680,8,0,528,3360,2.0,136905
Gd,Gd,No,Gd,Fin,Blmngtn,1Story,PConc,Attchd,7,2005,16.0,1504,7,1,457,2850,2.0,181000
Gd,Gd,Av,TA,Unf,CollgCr,SLvl,CBlock,Attchd,5,1977,220.0,985,6,0,328,1970,2.0,149900
TA,Gd,No,TA,Unf,NAmes,1Story,CBlock,Attchd,6,1970,0.0,1657,7,1,484,3314,2.5,163500
TA,TA,No,TA,RFn,MeadowV,2Story,CBlock,Attchd,4,1970,0.0,1092,6,0,286,1638,1.5,88000
Gd,Ex,Mn,Gd,Fin,Mitchel,1Story,PConc,Attchd,7,2004,108.0,1710,7,1,550,3420,2.0,240000
TA,TA,No,TA,NoGar,SWISU,1.5Fin,BrkTil,NoGar,5,1926,0.0,1522,7,0,0,2016,2.0,102000
TA,TA,No,TA,Unf,Sawyer,1.5Fin,CBlock,Attchd,5,1948,0.0,1271,7,1,312,1991,2.0,135000
TA,NoBas,NoBas,TA,NoGar,Edwards,1Story,CBlock,NoGar,5,1965,0.0,1664,8,0,0,1664,2.0,100000
TA,TA,No,Gd,Unf,Crawfor,2Story,PConc,Detchd,6,1923,0.0,1502,7,2,180,2104,1.5,165000
TA,TA,No,TA,Unf,OldTown,1Story,BrkTil,Detchd,5,1910,0.0,1022,4,0,280,2044,2.0,85000
TA,TA,No,TA,Unf,NAmes,1Story,CBlock,Detchd,6,1948,206.0,1082,5,1,240,2164,1.0,119200
Gd,Gd,No,Gd,Fin,NWAmes,2Story,PConc,Attchd,8,2001,0.0,1665,6,0,528,2475,3.5,227000
Gd,Gd,Gd,Gd,Fin,CollgCr,1Story,PConc,Attchd,7,1996,196.0,1504,6,1,478,3008,3.0,203000
Gd,Gd,Av,Gd,RFn,StoneBr,1Story,CBlock,Attchd,8,1984,0.0,1360,4,1,565,2580,2.0,187500
Gd,Gd,No,Gd,RFn,Gilbert,SLvl,PConc,Attchd,7,1991,76.0,1472,7,1,402,1856,2.5,160000
Gd,Gd,Gd,Gd,Fin,Blmngtn,1Story,PConc,Attchd,7,2005,145.0,1506,6,1,440,2868,2.0,213490
TA,Gd,No,Gd,Fin,Edwards,1Story,PConc,Attchd,4,2005,0.0,1132,5,0,451,2264,2.5,176000
Gd,Gd,Av,Gd,RFn,CollgCr,1Story,PConc,Attchd,7,2006,84.0,1220,6,0,632,2419,3.0,194000
TA,TA,No,TA,Unf,OldTown,1.5Fin,CBlock,Detchd,5,1930,0.0,1248,6,0,160,2160,1.0,87000
Gd,Gd,No,Gd,Fin,Blmngtn,1Story,PConc,Attchd,7,2005,14.0,1504,7,1,437,2850,2.0,191000
Gd,Gd,Av,Gd,Fin,Timber,1Story,CBlock,Attchd,8,1976,0.0,2898,10,1,665,4463,3.0,287000
TA,TA,No,TA,Unf,CollgCr,1Story,CBlock,Detchd,5,1972,0.0,882,5,0,461,1764,2.0,112500
TA,TA,No,TA,Unf,NAmes,1Story,CBlock,Attchd,5,1960,324.0,1264,6,2,461,2532,2.0,167500
Gd,Gd,Gd,Gd,RFn,Timber,1Story,PConc,Attchd,8,2007,338.0,1646,7,1,800,3284,3.0,293077
TA,TA,No,TA,Unf,NAmes,1.5Fin,CBlock,Attchd,5,1941,0.0,1376,6,1,240,2144,2.0,105000
TA,TA,No,TA,Unf,BrDale,2Story,CBlock,Detchd,6,1972,281.0,1218,7,0,264,1890,2.0,118000
TA,TA,Mn,TA,NoGar,SWISU,2Story,PConc,NoGar,5,1916,0.0,1928,10,0,0,2614,2.0,160000
TA,TA,No,TA,Fin,SWISU,2.5Fin,BrkTil,Basment,7,1920,0.0,3082,12,2,672,3509,3.5,197000
Gd,Gd,No,Gd,RFn,NoRidge,2Story,PConc,Attchd,8,1993,0.0,2520,10,1,796,3858,3.5,310000
Gd,Gd,No,Gd,Unf,CollgCr,1Story,PConc,Attchd,7,2002,295.0,1654,6,0,900,3308,3.0,230000
TA,Fa,No,Fa,Unf,Crawfor,1Story,PConc,Basment,5,1938,0.0,954,5,1,240,1874,1.0,119750
TA,NoBas,NoBas,TA,Unf,Edwards,1Story,Slab,Detchd,4,1957,0.0,845,5,0,290,845,1.0,84000
Gd,Ex,Gd,Ex,Fin,Timber,1Story,PConc,Attchd,9,2007,70.0,1620,6,1,912,3240,3.0,315500
Gd,Gd,No,Gd,Fin,CollgCr,2Story,PConc,BuiltIn,8,2001,396.0,2263,7,1,905,3318,2.5,287000
TA,TA,No,TA,NoGar,MeadowV,2Story,CBlock,NoGar,4,1970,0.0,1344,6,1,0,1890,1.5,97000
TA,Gd,Av,TA,Unf,MeadowV,SFoyer,CBlock,Attchd,4,1970,0.0,630,3,0,286,1260,2.0,80000
TA,TA,No,TA,RFn,Sawyer,1Story,CBlock,Attchd,5,1957,67.0,1803,8,1,484,2937,3.0,155000
TA,TA,No,Gd,Unf,NWAmes,2Story,CBlock,Attchd,6,1966,252.0,1632,7,0,484,2432,2.0,173000
Gd,Gd,Av,Gd,RFn,NridgHt,1Story,PConc,Attchd,6,2005,135.0,1306,5,1,624,2612,3.0,196000
TA,Gd,No,Gd,Unf,SawyerW,2Story,PConc,Attchd,7,1990,99.0,2329,10,1,514,3804,3.5,262280
Gd,Gd,No,Gd,Fin,NWAmes,1Story,PConc,Attchd,8,1981,0.0,2524,9,1,542,5048,3.5,278000
TA,NoBas,NoBas,TA,Unf,Edwards,1Story,Slab,Attchd,3,1955,0.0,1733,8,1,452,1733,2.0,139600
Gd,Ex,Av,Ex,Fin,StoneBr,2Story,PConc,BuiltIn,9,2005,208.0,2868,11,1,716,4860,3.5,556581
TA,Gd,No,TA,Unf,CollgCr,1Story,PConc,Detchd,5,1994,0.0,990,5,0,672,1980,1.5,145000
TA,NoBas,NoBas,TA,Unf,Mitchel,1Story,Slab,Attchd,5,1960,75.0,1771,9,1,336,1771,1.0,115000
TA,NoBas,NoBas,Gd,Unf,Edwards,1Story,CBlock,Detchd,4,1946,0.0,930,6,0,308,930,1.0,84900
Gd,Gd,Av,Gd,Fin,Gilbert,1Story,PConc,Attchd,7,2007,0.0,1302,6,0,436,2604,2.0,176485
Gd,Gd,Av,Gd,Fin,CollgCr,1Story,PConc,Attchd,7,2007,0.0,1316,6,1,440,2632,2.0,200141
TA,TA,No,TA,RFn,NAmes,2Story,CBlock,Attchd,6,1964,272.0,1977,9,1,540,2793,2.0,165000
TA,TA,Av,TA,Unf,Edwards,1Story,CBlock,Basment,5,1957,145.0,1526,7,1,364,2742,1.0,144500
Gd,Gd,Mn,Gd,Fin,CollgCr,2Story,PConc,Attchd,8,2002,210.0,1989,7,1,586,3054,3.5,255000
TA,Gd,No,TA,Fin,NWAmes,1Story,CBlock,Attchd,6,1976,160.0,1523,7,1,478,2716,2.5,180000
Gd,Gd,Av,Gd,RFn,NridgHt,1Story,PConc,Attchd,7,2005,240.0,1364,6,1,484,2728,3.0,185850
Gd,Gd,No,Gd,Fin,NoRidge,2Story,PConc,BuiltIn,7,1994,0.0,1850,7,1,467,2823,2.5,248000
Ex,Ex,Av,Ex,Fin,NridgHt,2Story,PConc,Attchd,9,2008,154.0,2184,10,1,836,3288,3.5,335000
TA,TA,Mn,TA,Unf,Crawfor,1.5Fin,CBlock,Detchd,6,1932,480.0,1991,7,1,432,2845,1.5,220000
Gd,Gd,Mn,Gd,Fin,StoneBr,1Story,PConc,Attchd,8,2001,0.0,1338,6,0,582,2676,3.0,213500
Fa,TA,No,TA,RFn,IDOTRR,1Story,CBlock,Detchd,3,1935,0.0,894,6,0,1248,1788,1.0,81000
TA,TA,No,TA,Unf,OldTown,2Story,BrkTil,Detchd,5,1900,0.0,2337,10,0,560,2999,2.0,90000
TA,TA,No,Gd,Unf,OldTown,1Story,BrkTil,Detchd,6,1925,0.0,1103,5,1,440,2206,1.0,110500
TA,TA,Mn,TA,RFn,NAmes,1Story,CBlock,Attchd,5,1966,200.0,1154,6,1,480,2308,1.5,154000
Gd,Ex,Gd,Gd,RFn,ClearCr,2Story,PConc,Attchd,7,1996,0.0,2260,7,0,533,3566,3.5,328000
